timestamp,ticker,market,signal_type,price,reason,values,rule_id,notes,market_cap
2025-07-02 00:00:00,CNC,NA,BUY,33.7800,entry_ok,"{""rsi"":14.4558442271328,""drop_pct"":-38.48115302646661,""zscore"":-5.2481529280952754}",ENTRY_V1,,14444221440.0
2025-07-02 00:00:00,MOH,NA,BUY,239.0000,entry_ok,"{""rsi"":25.240388403538432,""drop_pct"":-18.26265219259514,""zscore"":-4.238307331114391}",ENTRY_V1,,9454648320.0
2025-07-03 00:00:00,CNC,NA,BUY,33.3100,entry_ok,"{""rsi"":13.926124824260825,""drop_pct"":-39.60108712297961,""zscore"":-4.203803323233163}",ENTRY_V1,,14444221440.0
2025-07-14 00:00:00,WAT,NA,BUY,304.1800,entry_ok,"{""rsi"":28.974000458875977,""drop_pct"":-13.685766716364567,""zscore"":-5.199653347624756}",ENTRY_V1,,17987588096.0
2025-07-15 00:00:00,ERIC,NA,BUY,7.2200,entry_ok,"{""rsi"":14.197549942029013,""drop_pct"":-14.858488444120754,""zscore"":-4.860101576960531}",ENTRY_V1,,25751246848.0
2025-07-15 00:00:00,WAT,NA,BUY,289.5600,entry_ok,"{""rsi"":22.094387871999942,""drop_pct"":-17.04102954680995,""zscore"":-4.887221060756465}",ENTRY_V1,,17987588096.0
2025-07-22 00:00:00,LMT,NA,BUY,410.7400,entry_ok,"{""rsi"":20.032578578590517,""drop_pct"":-11.289177000235695,""zscore"":-5.020737768904936}",ENTRY_V1,,104172085248.0
2025-07-25 00:00:00,CHTR,NA,BUY,309.7500,entry_ok,"{""rsi"":19.198787917163656,""drop_pct"":-21.022439990009033,""zscore"":-4.867012409025544}",ENTRY_V1,,37914931200.0
2025-07-28 00:00:00,CHTR,NA,BUY,298.2700,entry_ok,"{""rsi"":16.283068883896703,""drop_pct"":-25.359725745775684,""zscore"":-4.28667025858055}",ENTRY_V1,,37914931200.0
2025-07-29 00:00:00,CHTR,NA,BUY,280.6800,entry_ok,"{""rsi"":15.413184820369892,""drop_pct"":-26.77849307182566,""zscore"":-4.0700688704550005}",ENTRY_V1,,37914931200.0
2025-07-30 00:00:00,AMP.MI,NA,BUY,14.9300,entry_ok,"{""rsi"":17.101992159467656,""drop_pct"":-24.462429718084888,""zscore"":-5.7748834748845}",ENTRY_V1,,3482702336.0
2025-07-31 00:00:00,ALGN,NA,BUY,129.0100,entry_ok,"{""rsi"":18.839844263562085,""drop_pct"":-32.9016530711576,""zscore"":-4.550664300935654}",ENTRY_V1,,10841791488.0
2025-07-31 00:00:00,AMP.MI,NA,BUY,14.7650,entry_ok,"{""rsi"":18.493610254172467,""drop_pct"":-24.82178817630273,""zscore"":-4.5172834166408204}",ENTRY_V1,,3482702336.0
2025-07-31 00:00:00,BAX,NA,BUY,21.7600,entry_ok,"{""rsi"":19.878466114010124,""drop_pct"":-21.979201487690936,""zscore"":-5.0310544405239765}",ENTRY_V1,,12604259328.0
2025-07-31 00:00:00,BUD,NA,BUY,57.6700,entry_ok,"{""rsi"":23.925733028751267,""drop_pct"":-15.003685385576793,""zscore"":-5.1843034705545925}",ENTRY_V1,,123439464448.0
2025-08-01 00:00:00,BUD,NA,BUY,57.1000,entry_ok,"{""rsi"":22.018820500563223,""drop_pct"":-15.918133713810656,""zscore"":-4.246699481656589}",ENTRY_V1,,123439464448.0
2025-08-01 00:00:00,EMN,NA,BUY,58.7900,entry_ok,"{""rsi"":14.980876126144636,""drop_pct"":-24.385850912505024,""zscore"":-5.492308142541857}",ENTRY_V1,,7973934592.0
2025-08-05 00:00:00,FIS,NA,BUY,72.2200,entry_ok,"{""rsi"":29.381136008521636,""drop_pct"":-11.538459381884469,""zscore"":-5.069262149127032}",ENTRY_V1,,37485920256.0
2025-08-05 00:00:00,VRTX,NA,BUY,374.9800,entry_ok,"{""rsi"":23.57643078292618,""drop_pct"":-20.239081298417027,""zscore"":-4.9349872906806835}",ENTRY_V1,,101305212928.0
2025-08-06 00:00:00,FIS,NA,BUY,69.9000,entry_ok,"{""rsi"":20.25245694329874,""drop_pct"":-14.317234669060285,""zscore"":-4.802370582651782}",ENTRY_V1,,37485920256.0
2025-08-06 00:00:00,MKTX,NA,BUY,186.0402,entry_ok,"{""rsi"":26.02964379453502,""drop_pct"":-11.915878769138743,""zscore"":-4.109411073377093}",ENTRY_V1,,7051670016.0
2025-08-07 00:00:00,FTNT,NA,BUY,75.3000,entry_ok,"{""rsi"":9.297320681465493,""drop_pct"":-28.12827578081143,""zscore"":-5.8179486868516435}",ENTRY_V1,,61316599808.0
2025-08-07 00:00:00,LLY,NA,BUY,639.4554,entry_ok,"{""rsi"":27.418629863391686,""drop_pct"":-20.432567361856435,""zscore"":-4.527864363622875}",ENTRY_V1,,637990535168.0
2025-08-08 00:00:00,FTNT,NA,BUY,74.3900,entry_ok,"{""rsi"":5.276188583293916,""drop_pct"":-29.030719704035967,""zscore"":-4.510200589537082}",ENTRY_V1,,61316599808.0
2025-08-08 00:00:00,LLY,NA,BUY,624.2789,entry_ok,"{""rsi"":26.891450058910124,""drop_pct"":-23.01492285223197,""zscore"":-4.156891730123919}",ENTRY_V1,,637990535168.0
2025-08-20 00:00:00,JHX,NA,BUY,18.6400,entry_ok,"{""rsi"":26.081254800400217,""drop_pct"":-32.75613329229644,""zscore"":-4.738494859441795}",ENTRY_V1,,11874899968.0
